participant_id,rule_group,empirical_remove_rate,rater_effect
P_1781992416920_prcpdeu5d,unassigned,0.15,-0.6748487170636285
P_1781992229885_9oqxmg3dj,unassigned,0.65,1.2064519523511263
P_1781992220018_8qhuf2l43,unassigned,0.5,0.8532255037878378
P_1781992431242_p9buglrdw,high_cluster_1,0.4,0.8784989159178727
P_1781992222835_itku22vcw,unassigned,0.0,-0.9300330391371624
P_1781992100540_whsjk7z9q,low_cluster_0,0.0,-0.690100302662977
P_1781992465015_dvknzgr1s,unassigned,0.6,0.5353500329597861
P_1781991958813_wt7oxxpne,unassigned,0.3,-0.0307999964805965
P_1781992028048_3n5evvqvp,high_cluster_2,0.15,-0.5941223655626217
P_1781991176946_bz7b66g57,unassigned,0.8,1.299129580857012
P_1781992449604_898dbqwcy,unassigned,0.15,-0.7990125469502632
P_1781992707711_a29787gmv,high_cluster_1,0.0,-1.0629673691716328
P_1781992714581_o0b83sd4m,unassigned,0.25,0.4073900176387816
P_1781992781732_wf4acz71p,unassigned,0.55,0.6632392921791981
P_1781992700304_65m976rcm,unassigned,0.05,-0.999724875707822
P_1781992511105_1k2mj3o9f,unassigned,0.0,-0.8421252646148351
P_1781992516644_9hc2h2mpg,unassigned,0.6,0.8380782037424455
P_1781992699471_vf7xy8irq,unassigned,0.15,-0.5487127441471616
P_1781992707497_6wofdp1s9,unassigned,0.15,-0.2171547150378702
P_1781992597069_ky7amkf9c,unassigned,0.1,-0.5951983541433906
P_1781992247058_7whwo3gzx,unassigned,0.85,1.5246981445787486
P_1781992612426_c3umhstsp,unassigned,0.1,-0.7246728726986739
P_1781992590383_9c0e0emnk,unassigned,0.4,0.3822838678491638
P_1781992651092_0a6046gkm,unassigned,0.45,0.7052274379967498
P_1781992684843_qghmew8f4,high_cluster_1,0.1,-0.0973925254111924
P_1781993131801_89zcf6xdy,unassigned,0.4,0.6748920960226322
P_1781992680918_cuh0p26d7,unassigned,0.15,-0.5919560195821664
P_1781992662870_viextkoqs,unassigned,0.2,-0.1339163719084077
P_1781991541139_vf4okzwiz,unassigned,0.1,-0.6369720087313911
P_1781993048632_0z2jf9wzm,high_cluster_1,0.35,0.3150044863074348
P_1781991153175_jve2rv2mr,unassigned,0.05,-0.7807663072998522
P_1781993241072_bsui2pnd4,unassigned,0.4,0.4276911990389458
P_1781993017313_re6vw2uoy,unassigned,0.35,0.3418542440043475
P_1781992265798_1ebu4wt9e,unassigned,0.25,0.2121768187404198
P_1781992861601_nhgo6e0xu,unassigned,0.0,-0.9168031240923812
P_1781992823568_ra9vgy7t2,unassigned,0.5,0.965930619425548
P_1781993123138_2zcijm1jo,low_cluster_0,0.0,-0.9750160884046154
P_1781992439198_pb6aqkzep,unassigned,0.05,-0.967428585480499
P_1781992567362_x1gmqn0xb,unassigned,0.4,0.2392662688583029
P_1781991363152_kfyrv835r,unassigned,0.55,1.0736652267286702
P_1781993203854_wd6kmx4zl,unassigned,0.15,-0.5439482179899787
P_1781992845933_oqn9bvkoz,high_cluster_1,0.45,0.2796122677338276
P_1781992700751_hwzhz9nhw,high_cluster_1,0.35,0.2846440939553508
P_1781992642189_vdh1qnp8k,low_cluster_0,0.3,-0.1589608363118867
P_1781993457429_v7nkk0593,unassigned,0.55,0.6480774759871989
P_1781993363258_u3jod55ky,low_cluster_1,0.0,-0.9748569208998712
P_1781993123518_1v2y3pzli,unassigned,0.15,-0.2646960473278775
P_1781993076130_mcaww5rbr,unassigned,0.25,-0.2171203572124713
P_1781993089593_5362hw51p,unassigned,0.65,1.2940342467293298
P_1781992847202_wl6v28vg4,unassigned,0.45,0.5404465450713266
P_1781993286655_klup6dio4,unassigned,0.25,-0.1286746593490776
P_1781993090365_se8b8tv49,unassigned,0.3,-0.249556646589951
P_1781992469242_eld6asulw,unassigned,0.55,1.100501715285452
P_1781993222430_rixudidcl,unassigned,0.5,0.7456286007351555
P_1781992943397_f23qq2g2i,high_cluster_1,0.5,0.863330404198295
P_1781993440279_yx012x6et,unassigned,0.3,-0.1919998162253787
P_1781992764953_rng99iwtq,unassigned,0.35,-0.2322246578422814
P_1781993258256_ezu13uwuq,unassigned,0.45,0.5252891991436073
P_1781993423530_vtha9dypc,low_cluster_0,0.2,-0.259392381647011
P_1781993369699_phnrf1x6u,unassigned,0.45,0.4630500028172974
P_1781992271723_5jc1b5wjz,unassigned,0.25,-0.0891837987760977
P_1781992925354_169ypleqt,unassigned,0.4,0.1225323598386086
P_1781993310341_y8pf3g71k,unassigned,0.55,0.8936311486222115
P_1781993208926_kby1uf9fv,unassigned,0.45,0.6329178969012936
P_1781993189087_fepuzx9s2,low_cluster_0,0.2,-0.2747446948553592
P_1781993629709_fxuz5oolw,unassigned,0.05,-0.8637116974564342
P_1781993395178_y0wjbavv6,unassigned,0.1,-0.6646608180028167
P_1781993539364_mdhcpe9xi,unassigned,0.05,-0.7755761153341726
P_1781993344378_5achdgrsi,unassigned,0.25,-0.3952160965458785
P_1781993047044_pswb0ywld,low_cluster_0,0.05,-0.7027760213665791
P_1781993456193_pbb47aj8p,high_cluster_1,0.3,0.2223140711293462
P_1781993180772_3lyajnpq8,unassigned,0.95,2.0348146100458493
P_1781993850109_em7lpko57,low_cluster_0,0.2,-0.259392381647011
P_1781993344802_m0kdva6sg,unassigned,0.4,0.5101206992640471
P_1781993598155_41xlyyy1f,unassigned,0.55,0.4545900662330926
P_1781993620016_0d6tc574z,unassigned,0.55,0.6329201303065138
P_1781993699413_nnqaqq2x7,unassigned,0.0,-0.8056622886820365
P_1781993438988_a4sgju0tv,unassigned,0.4,0.2896820038844184
P_1781993441054_pov2xe0z0,unassigned,0.15,-0.0065571280695951
P_1781993718999_pblzcdwb6,high_cluster_1,0.0,-1.0368056064411275
P_1781992747385_h5g8dshic,unassigned,0.6,0.9710031567046812
P_1781993718896_089c3moeu,unassigned,0.0,-0.9970392030737346
P_1781993543645_1tq0kvjl3,unassigned,0.4,0.7809382935380105
P_1781993570357_0fidl5ly4,unassigned,0.35,0.2393270980624587
P_1781992542298_wu9vx6wg7,high_cluster_2,0.45,-0.0066061319134166
P_1781992984892_vhi3a9b8o,unassigned,0.25,-0.1619159275297211
P_1781993586737_wdf2qcr19,unassigned,0.0,-0.6298638203744166
P_1781993797656_97apaema9,unassigned,0.35,0.1584868086487385
P_1781993470423_w8gl6qu4m,unassigned,0.35,0.2392288963265358
P_1781993912798_636z7p05t,unassigned,0.5,0.8633477108673587
P_1781993323142_2qy9iauuz,unassigned,0.25,-0.0336475489467653
P_1781993971722_dv0tg451i,unassigned,0.2,-0.5289906230499063
P_1781993949634_qhqtz213l,unassigned,0.05,-0.7480625685660537
P_1781993532299_90t4pguqs,unassigned,0.2,-0.2224599081283929
P_1781993761885_ijhj3pxz2,unassigned,0.25,-0.0086979462375075
P_1781993989657_6twcv216x,unassigned,0.45,0.2425093053642191
P_1781993098665_n1vyqtr2c,unassigned,0.55,0.718754312575901
P_1781993500224_auec6qk92,unassigned,0.3,0.259421420064537
P_1781994274924_fad3q310w,unassigned,0.6,0.8633253805176524
P_1781994099079_u7jfnx1j8,unassigned,0.2,-0.2241414959962989
P_1781994121095_bp91bjbc0,high_cluster_0,0.35,0.2124014361819702
P_1781994313771_2f3b2ywl0,unassigned,0.55,0.5808460534702387
P_1781993714532_rd9tafh6l,unassigned,0.3,-0.4382808161271481
P_1781993971863_9kbizosxf,unassigned,0.1,-0.7457148236776389
P_1781993952951_pxcq73ssm,unassigned,0.4,0.1449464746957811
P_1781994348983_eoek8uefj,high_cluster_1,0.35,0.1095420524358119
P_1781993536067_i0d0pvf6w,unassigned,0.3,0.3165904292528181
P_1781994210393_5hdhcdgrc,unassigned,1.0,2.2601775483538478
P_1781994165543_cxah2p8zo,unassigned,0.75,1.504885428710688
P_1781994199697_j45tigb19,unassigned,0.4,0.7203658165076168
P_1781993863450_3drfozmdb,low_cluster_0,0.1,-0.6089768054635395
P_1781993879853_hiu6zd0dc,unassigned,0.35,0.3081325824155944
P_1781994235676_hrk0xxq80,unassigned,0.15,-0.4862225285951865
P_1781993535241_h0xqzvebu,high_cluster_1,0.2,-0.4759849847586651
P_1781994014333_0wr2xlpvl,unassigned,0.05,-0.7327006610130619
P_1781993920821_amr5t1vnf,unassigned,0.45,0.0187501674176174
P_1781993859014_s88nf97qs,low_cluster_0,0.35,-0.0207117156922769
P_1781994684626_4okyk81sb,unassigned,0.15,-0.8056309049559319
P_1781993979307_jbhpi2l6b,unassigned,0.15,-0.6097434809479013
P_1781994325370_g118zee66,unassigned,0.4,-0.1143196512632175
P_1781994642135_po9y5yqgu,unassigned,0.7,1.2720924954140282
P_1781994721726_0hx19g9ty,unassigned,0.25,-0.0963774642600368
P_1781994766296_lbuwnu62i,low_cluster_0,0.1,-0.6318656467149791
P_1781994412644_s6wf4jt8y,unassigned,0.4,0.2355824304206522
P_1781994134342_69cei8cst,high_cluster_1,0.35,0.0810534480194799
P_1781994498632_eq4u8wtkq,unassigned,0.15,-0.2222204684902552
P_1781993851777_yv0irtssy,unassigned,0.35,0.3098984787859044
P_1781994671111_i5vgz69nh,unassigned,0.6,1.1863403047102563
P_1781994562033_aikbyc8k9,unassigned,0.2,-0.4483559698176317
P_1781994153753_zwhk6py91,unassigned,0.4,0.5975663746130369
P_1781994817318_6m32rd089,unassigned,0.45,0.6884407684577588
P_1781994830281_fryznr7t2,unassigned,0.2,-0.2395999071548187
P_1781995064508_msjlcyx3b,unassigned,0.2,-0.3071969766601775
P_1781994594100_a3kwoyvel,unassigned,0.25,0.302806654309199
P_1781994753223_ff309y00b,unassigned,0.4,0.058963700622196
P_1781994797447_f1bm50fu5,low_cluster_1,0.4,0.5773694136500496
P_1781995056344_vy4siq9pr,unassigned,0.3,0.0891672499745891
P_1781995056729_mcnb9rfft,low_cluster_0,0.0,-1.006841794098782
P_1781994787169_stjo4e7t2,unassigned,0.75,1.6577843760591229
P_1781994550523_j5zc6c9e6,high_cluster_1,0.2,-0.0942461329001892
P_1781995292008_syr728gjg,unassigned,0.3,0.0287431048687912
P_1781995521292_p63n2izod,unassigned,0.3,0.3418620705301883
P_1781994982213_46ftsb4e5,unassigned,0.6,0.9507727321525395
P_1781994607874_5mmqlcrc2,unassigned,0.4,0.3098940573051048
P_1781995331250_schsu91ad,unassigned,0.6,1.016440068427682
P_1781995221636_50ffbsni3,high_cluster_1,0.3,-0.0084340619971976
P_1781995393808_l2tutp2e1,unassigned,0.15,-0.4228558748041686
P_1781995360658_h2sq2f7a5,high_cluster_1,0.35,-0.0487971170933223
P_1781994877070_cb2hkhhsv,unassigned,0.45,0.4545962061223934
P_1781995214578_73ne0d1hn,unassigned,0.1,-0.3730547022747636
P_1781995870514_xzopz37kb,unassigned,0.2,-0.0217957548197087
P_1781995091051_v66r1djvo,high_cluster_1,0.3,-0.0115438962128481
P_1781995771902_21309yg64,unassigned,0.2,-0.0720400553356525
P_1781995017943_w7mrl5myl,unassigned,0.2,-0.116377649930258
P_1781995697366_wgseyafr4,unassigned,0.05,-0.8722869739148565
P_1781995951895_0gdyujd0h,unassigned,0.2,-0.3677354980401609
P_1781995344331_0gfns6m9s,unassigned,0.15,-0.212115568162901
P_1781994278008_if10kkcmv,high_cluster_2,0.2,-0.2921924662996994
P_1781995615370_ujlj2dxtm,low_cluster_0,0.05,-0.6578549031601285
P_1781995820470_8ikcuei4b,unassigned,0.05,-0.7888828763295742
P_1781995565510_b9zis9dy4,high_cluster_1,0.35,0.3300759760749193
P_1781995937512_9gc69qcv0,unassigned,0.25,-0.0560001498148193
P_1781995650639_lyxv3ggex,unassigned,0.45,0.4125729211699646
P_1781995651448_81rfpzcsq,unassigned,0.2,-0.2344915916953295
P_1781995920964_fmwtw8jwz,unassigned,0.2,-0.3104187307447376
P_1781995636026_iv0csl64z,unassigned,0.15,-0.5562297562479029
P_1781995661200_qhasbc0fd,high_cluster_1,0.65,0.98612984115799
P_1781996165257_y6fmv4mg1,unassigned,0.85,1.8284993374442444
P_1781995850784_3fltxsih0,unassigned,0.4,0.4007254497643717
P_1781995601696_f8vs29ad8,unassigned,0.2,-0.4689296552552685
P_1781996264686_5qsqacj0m,high_cluster_1,0.2,-0.4383180905635606
P_1781995831257_zp9t1kebw,unassigned,0.2,-0.5061361699132197
P_1781995788311_eh4u8gmy8,low_cluster_0,0.35,0.1869770352453171
P_1781995046236_iwhavtai0,unassigned,0.2,-0.4888894058067022
P_1781995974333_rkc38pjle,unassigned,0.6,1.3797881078094092
P_1781996365551_7apk93kl6,unassigned,0.25,-0.0065994961880122
P_1781995878822_v2oln645g,unassigned,0.4,0.3570489673987187
P_1781996005705_o694uzh90,low_cluster_0,0.25,0.0116490241174238
P_1781996554304_yaxr8y722,unassigned,0.05,-0.9052680240221508
P_1781996037834_2bm34zgtq,unassigned,0.5,0.7708635255953936
P_1781996524647_3owobm2jk,unassigned,0.1,-0.7626746346481507
P_1781995875369_mcrs8zxy3,unassigned,0.05,-0.6528591145420052
P_1781996220417_f4947cd40,unassigned,0.15,-0.4001596143469186
P_1781996351820_tzudo3qoo,unassigned,0.4,0.5353985557591942
P_1781996187446_4q22o5zbl,unassigned,0.55,0.4747998655729618
P_1781996570772_j0qj8ylv6,low_cluster_0,0.0,-0.8988038602174399
P_1781996309568_mdx7w5xj9,unassigned,0.0,-0.770598380348524
P_1781996332194_89bhhi7hg,high_cluster_2,0.0,-0.9533827268803058
P_1781996367839_qhifysxe6,unassigned,0.0,-0.978463270710921
P_1781996927403_2qsrpn20a,unassigned,0.35,0.1275636444178929
P_1781996530303_xm78qrr0s,unassigned,0.15,-0.3881908863326639
P_1781996827062_nogg66f9z,high_cluster_0,0.25,-0.1336765939184472
P_1781996813624_9lioscb7c,unassigned,0.05,-0.7777650508255892
P_1781997042591_nldiyc22s,unassigned,0.0,-0.9251544041885792
P_1781996188139_xvaqxyzh7,unassigned,0.05,-0.7176661798436731
P_1781996435889_ozpn6befk,high_cluster_1,0.1,-0.643282010070172
P_1781996270235_03r7yv6pn,unassigned,0.4,0.1800630075322629
P_1781997132849_bokkzagol,unassigned,0.35,0.0440246566297337
P_1781997122384_mafj6ts8x,unassigned,0.3,0.2291468809050456
P_1781997181032_k3cah7o1c,unassigned,0.55,0.7556905574236517
P_1781996652311_zxiuw7cyw,unassigned,0.1,-0.7607810551417625
P_1781997394421_sk035bysv,unassigned,0.4,0.4580075469728467
P_1781996938483_jl7a4288l,low_cluster_0,0.15,-0.3450956436158175
P_1781997293946_flnuxltie,low_cluster_0,0.45,0.5202328427012163
P_1781997475173_gzts3670t,low_cluster_0,0.05,-0.5948084634609893
P_1781997450348_7wn7yx9ej,unassigned,0.0,-0.7737907778609011
P_1781997460224_5vd9ilaj2,high_cluster_1,0.3,0.2443287644519063
P_1781996825027_qqk08ktay,unassigned,0.05,-0.938512654039357
P_1781997499540_1fdubto5u,high_cluster_1,0.6,0.7860130580581014
P_1781996311958_qrxl8ovdb,high_cluster_1,0.2,-0.4531232287743539
P_1781996805115_r42ii5rub,unassigned,0.25,0.0036096263412513
P_1781997079095_w2zpmkffi,unassigned,0.4,0.0216344870776802
P_1781997624872_ol8y75g9r,high_cluster_1,0.2,-0.4689402151995226
P_1781997780656_ehjkq70sa,low_cluster_0,0.0,-0.7077253940694098
P_1781997926631_5o6a436no,unassigned,0.55,0.3469301190635986
P_1781998104430_bqlmmtfow,unassigned,0.05,-0.7743204165665433
P_1781997350847_8ix9jqyry,unassigned,0.25,0.0994332091519088
P_1781998220622_dk8hd0sud,high_cluster_1,0.25,-0.1863429077626082
P_1781997640555_mumyoqe7i,unassigned,0.35,-0.1718331992871334
P_1781998065193_42ct5oc5l,unassigned,0.05,-0.9487226071469628
P_1781997953413_2k8mydubp,unassigned,0.3,-0.1337518980188933
P_1781998175861_8vhok53f2,unassigned,0.35,0.1516996462034122
P_1781997628552_27ly7te7p,unassigned,0.25,-0.3080207532164726
P_1781997790755_89jmi7pkj,unassigned,0.3,0.3351138992917279
P_1781998406763_v80y0qddh,unassigned,0.15,-0.5740323663152772
P_1781998014907_ddo3x10qd,unassigned,0.05,-0.6697367255267009
P_1781998823994_0c3ki597a,unassigned,0.6,0.7725117545661074
P_1781998708574_zm6787zus,unassigned,0.25,-0.222294103264072
P_1781999022532_35rilazmw,unassigned,0.35,0.4646698593373974
P_1781999283356_loq39791k,unassigned,0.45,0.5454638445569088
P_1781999150924_wjvwwki8m,unassigned,0.25,0.1699024478376718
P_1781998808345_0cnbm8u58,unassigned,0.0,-1.075197323555885
P_1781999018480_zoubu4kw0,unassigned,0.25,0.0457192139132826
P_1781998790133_7ts74mru9,unassigned,0.55,0.863340436018689
P_1781999135073_dq7x4awbk,unassigned,0.35,0.2828721284688974
P_1781998176596_xmpt9a8kl,unassigned,0.3,-0.003398122120384
P_1781999769654_1vw6800je,unassigned,0.3,0.15165789056266
P_1781999211219_ile1sv3ij,unassigned,0.4,0.2777251876856487
P_1781999946596_y9wshb4ut,unassigned,0.0,-1.006883152202433
P_1781999672920_b3200mlz6,unassigned,0.85,2.102820969626049
P_1781999762601_rymp0kxye,unassigned,0.3,0.0843482884771593
P_1781999727071_xwnh3zbrm,high_cluster_1,0.2,-0.0519316979677536
P_1781999342666_02cvb35u4,unassigned,0.45,0.2847176745344726
P_1782000097356_dkfmcin6m,unassigned,0.35,0.0760054633905643
P_1782000036434_eeu6ewtdk,unassigned,0.7,1.146092649007529
P_1782000424856_nsxsnxsus,unassigned,0.2,-0.5210387121588435
P_1782000166680_waamjke1t,unassigned,0.5,0.7557089655013525
P_1781999986251_eney6yob1,unassigned,0.1,-0.2703490887321098
P_1782000612771_4nruefwwc,unassigned,0.05,-0.764250440633847
P_1782000810126_zzxinwshb,unassigned,0.55,1.1947305058413058
P_1782001008791_f63n3b774,unassigned,0.2,-0.2901972735055413
P_1782000303514_ufnbp61ml,unassigned,0.1,-0.513660462609128
P_1782000936017_gyfer4123,unassigned,0.2,-0.259754433302902
P_1782000963653_0hrhcgcn3,unassigned,0.35,0.1315645141484103
P_1782000942196_oxd018uyx,unassigned,0.6,1.4673647528377876
P_1782001480283_cfj85mixf,unassigned,0.1,-0.5642104098141357
P_1782000523967_mge10rrw4,unassigned,0.2,-0.3450507451594361
P_1782001239416_9xhi9npbs,unassigned,0.5,0.2424359268477207
P_1782001381040_umq42r8as,low_cluster_0,0.0,-0.9960696829943162
P_1782000568475_s5k19c9ek,unassigned,0.6,1.2418525212967624
P_1782000712711_zxam8wg3y,unassigned,0.4,0.6884652572802199
P_1782001443331_a93pe9tns,unassigned,0.05,-0.6880213576993423
P_1782002069577_eyyyank7a,unassigned,0.5,0.5353807040578592
P_1782001845918_2pmx6cf5f,unassigned,0.45,0.8027417421371443
P_1782001449256_jf6uu32wx,unassigned,0.15,-0.5240821932567267
P_1782001861227_e3p1rjvzf,unassigned,0.3,0.2341943387381836
P_1782002018602_oba666zme,unassigned,0.15,-0.0942327905758197
P_1782002752209_f1ajnn63g,unassigned,0.0,-0.969785383132182
P_1782002768982_juv7kgwrw,unassigned,0.0,-0.8718415720880267
P_1781953632248_glqm2wltq,unassigned,0.3,0.5302535548449048
P_1782002894773_yynoignxk,low_cluster_0,0.35,-0.0570320153517059
P_1782002790827_d1b6q06dl,unassigned,0.05,-0.8866956544033525
P_1782002792288_dyhwrhq4l,unassigned,0.4,0.4798344569275872
P_1782002954251_wsi2uvs67,unassigned,0.35,0.279552084815262
P_1782002990303_73bqyxcwh,unassigned,0.1,-0.8059337513979133
P_1782003160088_dhbi6gcqe,high_cluster_1,0.25,-0.375486001969079
P_1782003111266_d2mupk51c,unassigned,0.75,1.5196574430247596
P_1782003200891_l456d8c24,low_cluster_0,0.0,-0.9522968286648598
P_1782002946915_vrva51kuy,unassigned,0.45,0.7809583742007347
P_1782002848278_5cg2or3ox,unassigned,0.5,0.4881836419037981
P_1782002110183_bto9dcgrz,unassigned,0.35,0.5606306696295302
P_1782003100157_dkhi2ofls,unassigned,0.5,0.3503241939282003
P_1782002958702_zv98nbf44,unassigned,0.65,0.9507978283699624
P_1782003070196_22bhfdvc9,unassigned,0.5,0.8986802457568233
P_1782003038740_09qlniojh,unassigned,0.35,0.1718270009184582
P_1782003651445_a43go78gn,unassigned,0.45,0.3721638978757373
P_1782004140775_1zv20qlaf,unassigned,0.0,-0.91018576776394
P_1782003694767_6y6lcpgfx,unassigned,0.45,0.1949510914061081
P_1782003834319_rk5slu1ad,unassigned,0.35,0.0237313061160027
P_1782003523101_j2qckh8yt,high_cluster_1,0.3,-0.2669092426139616
P_1782004421725_0vzq9hhep,unassigned,0.55,0.8936350573282066
P_1782004672022_uv8wh7xzq,unassigned,0.0,-1.006986424461346
P_1782004617080_9mh86ann0,unassigned,0.4,0.3873346467014094
P_1782004261390_8vikb1xc3,unassigned,0.65,1.6004368474176829
P_1782005023637_aodzspnet,unassigned,0.2,-0.4864335887043797
P_1782004456788_ln5b78upk,unassigned,0.15,-0.6797973706875121
P_1782005197233_w5ucs8oyn,unassigned,0.65,1.0483466960666816
P_1782004710568_la0605ahc,low_cluster_0,0.2,-0.1569467046854936
P_1782004258405_r0ocziztu,unassigned,0.25,-0.1587065304122779
P_1782004630437_jok4kplhd,unassigned,0.3,0.0821786959951851
P_1782005199188_lj960blbi,unassigned,0.0,-0.8753616128428617
P_1782004798756_a5of42dyo,unassigned,0.3,0.0690624111979067
P_1782004653931_kzdlli9rk,unassigned,0.45,0.3368218769306767
P_1782004980558_gspr53zf6,low_cluster_0,0.1,-0.6948567537730649
P_1782005431969_0yxrv5mt7,high_cluster_1,0.3,-0.0286229539535899
P_1782005480579_cfeavl0p4,unassigned,0.25,-0.2616486174388731
P_1782005860142_3uj5ca0hh,unassigned,0.3,-0.2345337374182484
P_1782005882885_st56vwjgw,unassigned,0.05,-0.8075283077352674
P_1782005960118_qfm6lweul,unassigned,0.05,-0.7327284661717838
P_1782005014786_jlpbz8pwt,unassigned,0.3,0.1063759104800085
P_1782005358574_vpy7e1fdr,unassigned,0.65,1.149289159366439
P_1782006061306_l0q23xaas,high_cluster_1,0.0,-0.9537468497316768
P_1782005941966_ug9ygb0q4,unassigned,0.55,1.2014485653035
P_1782006171530_joksyrrkm,unassigned,0.2,-0.2116438766996742
P_1782005821755_to4nnk3v6,high_cluster_1,0.55,0.9087907306681196
P_1782007425084_s76kawsl4,unassigned,0.4,0.3957153896185196
P_1782007607025_ctteoteeu,unassigned,0.45,0.4479283324432028
P_1782008114287_53booj3b4,low_cluster_0,0.05,-0.770138935399936
P_1782007859656_gdet9amdw,unassigned,0.45,0.2544225027713789
P_1782008043107_3gjibhqhc,unassigned,0.15,-0.3556152609500329
P_1782008187817_ep32ll4j4,unassigned,0.4,0.1296810459830917
P_1782009232934_69948k759,unassigned,0.3,-0.1963920465682578
P_1782009075106_553bexan9,unassigned,0.4,0.2493683905863203
P_1782009444941_fchhwqhxm,unassigned,0.45,0.5555966381071968
P_1782009735116_4ucnllqna,unassigned,0.0,-0.9569594321095372
P_1782009948641_gqwpol9fl,unassigned,0.55,0.5303561620414867
P_1782010542863_35uuhwjks,unassigned,0.6,0.7910615998042525
P_1782010011242_f9v3jw2s4,unassigned,0.45,0.3318023529226669
P_1782011014873_olgksvcdc,unassigned,0.7,0.8431641113733783
P_1782010602227_k1uvuaq9k,unassigned,0.25,-0.1819874439656836
P_1782011671412_l1fs9itun,unassigned,0.65,0.9239335653841164
P_1782011123509_9zv8cbhbr,unassigned,0.25,-0.2647027971434036
P_1782011900229_8yuom27i5,unassigned,0.65,1.1139789109280884
P_1782012833531_o9upxflw4,high_cluster_1,0.3,-0.0307898041005739
P_1782012401840_svym46p7n,unassigned,0.65,0.9911610814169964
P_1782013589597_x3ox94dfm,low_cluster_1,0.0,-0.9018409311831256
P_1782013742740_njvdts2y1,unassigned,0.45,0.3552992274720327
P_1782014921058_qt7o3ikzf,unassigned,0.4,0.3822705011982387
P_1782015983757_j61sa1lvx,unassigned,0.45,0.5874659378031999
P_1782016475558_quwljfsct,unassigned,0.5,0.8936210987919762
P_1782016049401_v7ejuezk4,unassigned,0.65,1.226665082324729
P_1782016492420_rhj9brp5v,unassigned,0.4,0.036826172343794
P_1782018508431_bxchwokqa,unassigned,0.4,0.3570339104166369
P_1782018232807_k125r3iot,unassigned,0.65,1.12072752417305
P_1782019569397_8z207r0eo,unassigned,0.0,-0.8569439757156895
P_1782019834955_zro4af6ls,unassigned,0.1,-0.819179200869521
P_1782020418705_hbl4semma,unassigned,0.0,-0.8206891924590659
P_1782020443489_vhvj03hxe,unassigned,0.75,1.901819623438776
P_1782020064449_4jhsv4uqx,unassigned,0.85,1.671132390405904
P_1782021877060_n0chk1115,unassigned,0.1,-0.5871463908392881
P_1782023132214_0epdgnmar,unassigned,0.5,0.2846953619308995
P_1782024251153_3cnkik63c,unassigned,0.45,0.6127175885463437
P_1782025064345_dvo1598e3,unassigned,0.35,-0.023803031016914
P_1782025152517_62nlh6hcd,unassigned,0.25,0.0287765395628846
P_1782025443976_rl0bdwfsn,unassigned,0.6,0.8279933839947127
P_1782025539176_btw6uc559,unassigned,0.45,0.7642079208371305
P_1782026185597_q2g2nfyp2,unassigned,0.15,-0.561787998649195
P_1782026475424_u59wnkotc,unassigned,0.25,-0.0409283086166473
P_1782028070267_7dp2683t7,unassigned,0.45,0.2341162472511356
P_1782030305457_18l4mg58g,unassigned,0.35,0.0471290763453797
P_1782039907051_dpbpgpqwb,high_cluster_1,0.2,-0.1818539954215257
P_1782040252448_bemjt91wn,unassigned,0.4,0.2425444341429042
P_1782043259564_f2cnlirdw,unassigned,0.5,0.6127326573684424
P_1782044882100_esfo79uuo,unassigned,0.45,0.6127348915145335
P_1782045676636_w8g4csfqm,low_cluster_0,0.75,1.21833952669517
P_1782045644433_a8muor1rz,unassigned,0.35,-0.2043814702447242
P_1782045911295_oxnjs32zu,unassigned,0.4,0.2324518843313523
P_1782052720794_4svdi26w9,unassigned,0.35,-0.0437007258569335
P_1782055083529_vjseuf093,unassigned,0.35,-0.0640572344962508
P_1782059305456_13q1uvgva,unassigned,0.25,-0.3075159408013779
P_1782062080861_rxhhmdspy,unassigned,0.15,-0.1597038558368352
P_1782063013540_so2ctq4m2,unassigned,0.45,0.249373979261722
P_1782070792731_dlzwzcokl,unassigned,0.7,1.4120527106507237
P_1782071502478_g8af2kq6x,high_cluster_1,0.0,-0.9805453634269756
P_1782073787873_9sib4p1jg,unassigned,0.65,0.9457147045978272
P_1782074014430_gbns40px5,unassigned,0.3,0.2746055236955551
P_1782083399122_1qf56s0rp,unassigned,0.0,-0.9450156741079148
P_1782088159241_6oy8446vk,unassigned,0.35,0.4444762383708819
P_1782087681783_ywjlsn8ho,unassigned,0.5,0.8532288541425864
P_1782093151607_3vcpm2cmn,unassigned,0.45,0.5858555281455567
P_1782094288316_5nszf4tzu,unassigned,0.5,0.7708584987049313
P_1782132890060_jdcoc3pbt,unassigned,0.25,-0.1953697397384411
P_1782143869964_38nd5v43a,unassigned,0.3,0.0016763137791869
P_1782144704140_qu022jd5m,unassigned,0.15,-0.7828592594819545
P_1782150214066_chjkykoun,unassigned,0.5,0.2122977431065313
P_1782153118416_r5z96vjj7,unassigned,0.35,0.7556994745164332
P_1782158148061_awrfjyoca,unassigned,0.45,0.5925200660250716
P_1782161285766_kif53bnqk,unassigned,0.3,0.1044629576588521
P_1782165282476_6j9v807yn,unassigned,0.3,-0.5190564284881362
P_1782174048669_nzx1zb1og,unassigned,0.0,-0.9563952905414124
P_1782183442995_2dujem1p6,unassigned,0.3,0.0540938593049463
P_1782186743295_0ufa9hw65,unassigned,0.0,-0.6147911616984613
P_1782200429789_xktkv2rm1,unassigned,0.45,0.5874558948836591
